timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1704589200000.0,2.8134,2.8228,2.7969,2.8019,83081.0,233156.8343,2150.0,30247.0,84962.1524
1704589380000.0,2.8018,2.8148,2.7956,2.8063,109612.0,307537.8322,2593.0,45724.0,128280.5963
1704589560000.0,2.8063,2.8072,2.7997,2.8044,63758.0,178745.949,1234.0,22226.0,62303.0616
1704589740000.0,2.8044,2.8157,2.8044,2.8149,30918.0,86894.8179,1039.0,17669.0,49663.7637
1704589920000.0,2.8142,2.8161,2.8089,2.8143,25515.0,71768.7423,638.0,10372.0,29178.2013
1704590100000.0,2.8146,2.8211,2.8146,2.8172,23677.0,66708.2719,652.0,11159.0,31438.7377
1704590280000.0,2.8172,2.8189,2.8028,2.8029,71622.0,201346.6066,1162.0,21220.0,59619.0056
1704590460000.0,2.8034,2.8177,2.8016,2.8117,44649.0,125472.1681,1003.0,25587.0,71897.2343
1704590640000.0,2.8119,2.813,2.8067,2.8101,27307.0,76703.6557,795.0,14066.0,39513.4108
1704590820000.0,2.8097,2.8162,2.8086,2.8143,34399.0,96733.0266,921.0,20435.0,57473.1766
1704591000000.0,2.814,2.8203,2.8113,2.8129,37986.0,106943.0924,1051.0,17354.0,48861.5009
1704591180000.0,2.8128,2.8128,2.803,2.8123,31415.0,88161.7608,864.0,11995.0,33674.212
1704591360000.0,2.8125,2.8128,2.8043,2.8101,25063.0,70399.2084,905.0,14396.0,40435.4424
1704591540000.0,2.8101,2.8217,2.8088,2.819,30262.0,85180.3306,753.0,17107.0,48136.9526
1704591720000.0,2.8191,2.8199,2.8094,2.8121,14949.0,42057.5951,483.0,7760.0,21829.5439
1704591900000.0,2.8118,2.8155,2.8009,2.8044,39200.0,110009.9496,886.0,14233.0,39952.0189
1704592080000.0,2.8044,2.8044,2.7922,2.8,52365.0,146480.4746,1455.0,22099.0,61804.6265
1704592260000.0,2.7994,2.7999,2.791,2.7945,46241.0,129286.0925,1022.0,23134.0,64684.051
1704592440000.0,2.7942,2.7943,2.7846,2.7879,36640.0,102179.2645,1096.0,17206.0,47986.1764
1704592620000.0,2.7878,2.7891,2.7755,2.7781,61669.0,171473.3452,1571.0,18396.0,51160.3463
1704592800000.0,2.778,2.7898,2.7742,2.7845,61302.0,170433.8011,1549.0,27834.0,77383.8952
1704592980000.0,2.7847,2.7936,2.7759,2.7903,88384.0,246014.7067,1821.0,31543.0,87823.5812
1704593160000.0,2.7904,2.7943,2.7875,2.7929,36619.0,102228.0789,872.0,17319.0,48351.5996
1704593340000.0,2.7936,2.7992,2.7905,2.7922,55247.0,154430.0593,978.0,28847.0,80656.0769
1704593520000.0,2.7926,2.8004,2.7915,2.7967,49138.0,137421.8389,1076.0,33480.0,93643.0255
1704593700000.0,2.7966,2.8014,2.7908,2.7946,18313.0,51207.3982,689.0,10273.0,28729.4035
1704593880000.0,2.7946,2.8007,2.7926,2.7996,31218.0,87325.9074,784.0,11290.0,31579.4175
1704594060000.0,2.7996,2.8129,2.7986,2.8127,51718.0,145203.2659,1142.0,39770.0,111676.3989
1704594240000.0,2.812,2.8138,2.8078,2.8116,21156.0,59462.1167,630.0,10255.0,28824.538
1704594420000.0,2.8116,2.8187,2.8101,2.8111,44125.0,124181.8922,910.0,26739.0,75243.2366
1704594600000.0,2.811,2.8172,2.8047,2.8047,33923.0,95399.643,1097.0,16373.0,46050.4376
1704594780000.0,2.8053,2.8145,2.8039,2.8114,41856.0,117518.8814,1136.0,23198.0,65151.1493
1704594960000.0,2.8121,2.8128,2.7886,2.7903,66650.0,186482.22,1643.0,27429.0,76772.1703
1704595140000.0,2.7903,2.7968,2.7844,2.7941,74626.0,208120.6536,1625.0,47543.0,132570.5457
1704595320000.0,2.794,2.7958,2.7891,2.795,13838.0,38637.027,619.0,9048.0,25263.1478
1704595500000.0,2.7952,2.7993,2.7746,2.7793,48347.0,134593.5915,1550.0,21485.0,59832.4784
1704595680000.0,2.7796,2.7854,2.7687,2.7851,79267.0,220014.2686,1839.0,28718.0,79729.4102
1704595860000.0,2.785,2.788,2.7794,2.7875,53289.0,148373.802,1261.0,34330.0,95588.3295
1704596040000.0,2.7875,2.7926,2.7862,2.7901,28425.0,79282.4774,919.0,13143.0,36660.3672
1704596220000.0,2.7902,2.7948,2.7879,2.7929,17260.0,48177.5283,641.0,11297.0,31536.2241
1704596400000.0,2.7923,2.7953,2.7897,2.793,31252.0,87286.9943,1041.0,13850.0,38686.1966
1704596580000.0,2.7927,2.7962,2.7867,2.7947,31610.0,88240.8974,936.0,16509.0,46081.0957
1704596760000.0,2.7949,2.8008,2.7933,2.8006,25159.0,70384.3733,808.0,12269.0,34325.4084
1704596940000.0,2.8002,2.8108,2.7996,2.8095,27215.0,76395.3648,932.0,14684.0,41212.2525
1704597120000.0,2.8096,2.8157,2.8093,2.8129,41849.0,117750.1273,964.0,22423.0,63098.6723
1704597300000.0,2.8126,2.8171,2.8048,2.8155,33490.0,94125.1607,1070.0,15217.0,42775.8249
1704597480000.0,2.8156,2.8177,2.8125,2.813,20974.0,59032.0199,651.0,8941.0,25168.0956
1704597660000.0,2.8132,2.8133,2.8,2.8026,65699.0,184290.5848,1140.0,26508.0,74322.5888
1704597840000.0,2.8026,2.8064,2.7936,2.7958,29642.0,82947.5819,964.0,13992.0,39157.7358
1704598020000.0,2.7956,2.797,2.7841,2.7876,37547.0,104753.2064,1101.0,18635.0,51997.9623
1704598200000.0,2.7874,2.7907,2.7804,2.7825,35639.0,99199.8642,944.0,13477.0,37522.2944
1704598380000.0,2.7822,2.7826,2.7766,2.7811,23360.0,64923.6262,771.0,13601.0,37805.398
1704598560000.0,2.7815,2.7872,2.781,2.7831,31892.0,88776.2999,665.0,15926.0,44330.0023
1704598740000.0,2.7834,2.7893,2.7815,2.7854,18635.0,51914.101,547.0,10914.0,30406.4346
1704598920000.0,2.7857,2.7909,2.7831,2.7853,23460.0,65374.5093,677.0,16933.0,47187.5207
1704599100000.0,2.7855,2.7904,2.7826,2.7866,23872.0,66499.4359,643.0,15748.0,43866.4137
1704599280000.0,2.7864,2.8002,2.785,2.7991,25563.0,71363.9723,807.0,18145.0,50664.8902
1704599460000.0,2.7989,2.8014,2.795,2.7988,17533.0,49063.2774,596.0,9746.0,27275.3744
1704599640000.0,2.7992,2.8034,2.7987,2.8026,14222.0,39835.4516,574.0,8715.0,24410.4896
1704599820000.0,2.8026,2.8026,2.7963,2.7997,22726.0,63619.0274,516.0,4447.0,12446.137
1704600000000.0,2.7998,2.8093,2.7976,2.808,47682.0,133649.296,1332.0,29596.0,82964.7946
1704600180000.0,2.8077,2.8175,2.8077,2.8106,86754.0,244120.7666,1254.0,49336.0,138852.9997
1704600360000.0,2.811,2.8204,2.8102,2.8185,37112.0,104563.1423,954.0,19432.0,54749.4877
1704600540000.0,2.8185,2.8237,2.8173,2.8188,32332.0,91182.1445,808.0,14088.0,39741.2772
1704600720000.0,2.8186,2.8201,2.8112,2.8118,42492.0,119627.7184,852.0,9085.0,25581.5448
1704600900000.0,2.8118,2.812,2.7913,2.7932,71792.0,201152.6802,1819.0,25630.0,71804.9675
1704601080000.0,2.7928,2.8072,2.7919,2.8026,39058.0,109344.0515,1093.0,28190.0,78907.8471
1704601260000.0,2.8027,2.8027,2.7933,2.7986,29650.0,82961.6046,973.0,15014.0,42004.9148
1704601440000.0,2.7986,2.8091,2.7986,2.8061,30416.0,85321.2617,870.0,15690.0,44005.5352
1704601620000.0,2.8065,2.8106,2.8029,2.808,23116.0,64905.3751,566.0,11746.0,32983.646
1704601800000.0,2.8084,2.8216,2.8069,2.8187,35290.0,99340.9992,1103.0,23877.0,67213.0677
1704601980000.0,2.8186,2.8308,2.8174,2.8237,74621.0,210774.6164,1524.0,48850.0,137974.4938
1704602160000.0,2.8233,2.8285,2.8195,2.8221,49332.0,139245.7132,1385.0,24168.0,68215.0534
1704602340000.0,2.8222,2.828,2.8205,2.8251,21093.0,59590.4102,771.0,12009.0,33924.1659
1704602520000.0,2.8253,2.8293,2.8227,2.8293,24977.0,70580.1694,779.0,12460.0,35219.4787
1704602700000.0,2.8293,2.853,2.8255,2.8465,104166.0,295757.0998,2436.0,62114.0,176402.7384
1704602880000.0,2.8456,2.8456,2.8343,2.8361,72471.0,205818.9977,1717.0,40179.0,114143.7654
1704603060000.0,2.8361,2.8447,2.8337,2.8391,68047.0,193255.9401,1221.0,33567.0,95361.3239
1704603240000.0,2.8386,2.842,2.8357,2.8362,31436.0,89221.2944,848.0,15327.0,43509.9522
1704603420000.0,2.836,2.8433,2.8292,2.8336,55211.0,156480.8968,1095.0,13634.0,38671.8074
1704603600000.0,2.8332,2.8416,2.8309,2.8355,47054.0,133458.4913,1348.0,21270.0,60336.0239
1704603780000.0,2.8357,2.8405,2.8326,2.8335,30922.0,87672.8552,895.0,16507.0,46810.2269
1704603960000.0,2.8334,2.8355,2.8265,2.8339,32522.0,92060.6114,893.0,18581.0,52601.9865
1704604140000.0,2.8337,2.8357,2.8302,2.8333,21998.0,62306.5828,668.0,9778.0,27691.1135
1704604320000.0,2.8313,2.8327,2.8281,2.8288,17262.0,48852.3205,505.0,9373.0,26526.3151
1704604500000.0,2.8289,2.8392,2.8289,2.83,58665.0,166274.933,989.0,22655.0,64200.2694
1704604680000.0,2.8303,2.833,2.8237,2.8259,48793.0,137992.3334,925.0,31052.0,87820.1283
1704604860000.0,2.8259,2.8298,2.8199,2.8255,38269.0,108086.1453,800.0,15562.0,43957.536
1704605040000.0,2.8255,2.8295,2.8202,2.8202,14527.0,41022.1541,579.0,6795.0,19189.3392
1704605220000.0,2.8208,2.8243,2.816,2.8171,46409.0,130876.7267,880.0,15638.0,44115.0972
1704605400000.0,2.8172,2.8184,2.8116,2.8119,28121.0,79184.299,656.0,13482.0,37975.843
1704605580000.0,2.8118,2.8145,2.8031,2.804,60672.0,170403.6604,1410.0,18222.0,51196.4442
1704605760000.0,2.8036,2.8054,2.7962,2.8042,74983.0,210070.5414,1376.0,40275.0,112863.0611
1704605940000.0,2.8043,2.8155,2.8031,2.8152,42699.0,119933.728,1073.0,28187.0,79181.6788
1704606120000.0,2.815,2.8205,2.8139,2.8176,46555.0,131164.1937,1073.0,24800.0,69881.8068
1704606300000.0,2.8176,2.8214,2.816,2.8194,19559.0,55132.3653,604.0,10814.0,30482.2891
1704606480000.0,2.8197,2.8264,2.8188,2.8233,44438.0,125467.9342,827.0,17146.0,48411.1488
1704606660000.0,2.8234,2.8302,2.822,2.8293,25234.0,71328.7582,634.0,12514.0,35379.0688
1704606840000.0,2.8291,2.8305,2.8137,2.8142,41426.0,116865.2157,869.0,23027.0,64936.673
1704607020000.0,2.8143,2.8167,2.7955,2.8091,112896.0,316504.0165,2143.0,46678.0,130875.0572
1704607200000.0,2.8092,2.8128,2.8063,2.8064,57057.0,160326.5425,1254.0,20438.0,57427.1494
1704607380000.0,2.8064,2.8082,2.7955,2.8066,64833.0,181685.3132,1436.0,28755.0,80594.0196
1704607560000.0,2.8056,2.811,2.8028,2.8034,27161.0,76261.6912,855.0,18798.0,52783.2667
1704607740000.0,2.8037,2.8135,2.8035,2.8094,26062.0,73203.5834,830.0,16757.0,47067.0141
1704607920000.0,2.8094,2.8253,2.8087,2.8224,64026.0,180575.4663,1353.0,33687.0,95013.361
1704608100000.0,2.8223,2.8298,2.8161,2.8237,63770.0,180058.8997,1378.0,27445.0,77479.2832
1704608280000.0,2.823,2.8262,2.8184,2.8222,20514.0,57892.2994,769.0,7646.0,21571.3957
1704608460000.0,2.8221,2.8259,2.82,2.8216,21583.0,60922.9843,682.0,12282.0,34668.6455
1704608640000.0,2.8217,2.8218,2.7867,2.8063,300926.0,844159.6431,3174.0,67076.0,188215.1051
1704608820000.0,2.8062,2.8082,2.8034,2.8046,41807.0,117295.929,754.0,12029.0,33749.2095
1704609000000.0,2.8043,2.8078,2.795,2.8046,66206.0,185450.4477,1267.0,29989.0,84044.2372
1704609180000.0,2.8043,2.8044,2.7996,2.7996,45840.0,128419.7182,942.0,14210.0,39822.4957
1704609360000.0,2.7988,2.8011,2.7927,2.7959,43898.0,122720.2377,964.0,18671.0,52204.2368
1704609540000.0,2.7962,2.7987,2.7912,2.7973,30902.0,86401.5402,827.0,12601.0,35231.7447
1704609720000.0,2.7972,2.7994,2.7944,2.796,19041.0,53249.9234,420.0,8975.0,25103.2873
1704609900000.0,2.7961,2.7983,2.7914,2.7957,36585.0,102259.5487,710.0,21780.0,60882.8546
1704610080000.0,2.7964,2.8032,2.7964,2.8003,35041.0,98135.9109,787.0,23720.0,66422.115
1704610260000.0,2.8,2.8064,2.7948,2.8064,36819.0,103079.8089,720.0,18527.0,51877.9223
1704610440000.0,2.8055,2.8098,2.8031,2.8098,33521.0,94088.4198,749.0,19335.0,54281.5705
1704610620000.0,2.8095,2.816,2.8069,2.8146,66715.0,187566.7997,1035.0,41926.0,117914.225
1704610800000.0,2.8145,2.8196,2.8058,2.8067,80607.0,226818.3169,1454.0,24073.0,67767.5209
1704610980000.0,2.8059,2.8073,2.7961,2.7968,40091.0,112343.6062,896.0,18455.0,51728.4735
1704611160000.0,2.7969,2.8042,2.7955,2.8035,49904.0,139743.0903,913.0,39060.0,109383.7996
1704611340000.0,2.8038,2.8112,2.8018,2.8112,49412.0,138696.4643,935.0,31254.0,87725.8324
1704611520000.0,2.8111,2.8123,2.808,2.8111,46440.0,130505.0302,607.0,15116.0,42495.2069
1704611700000.0,2.811,2.8116,2.805,2.8071,47141.0,132369.1726,873.0,17151.0,48160.3173
1704611880000.0,2.8071,2.8221,2.8071,2.815,105973.0,298498.8859,1721.0,71237.0,200621.5148
1704612060000.0,2.8155,2.816,2.805,2.805,29055.0,81625.6556,549.0,12266.0,34475.7816
1704612240000.0,2.8056,2.8139,2.805,2.8106,79621.0,223679.5099,968.0,55381.0,155596.391
1704612420000.0,2.8107,2.814,2.8068,2.811,26514.0,74503.4354,568.0,11541.0,32432.4104
1704612600000.0,2.811,2.819,2.8085,2.8124,40266.0,113280.5215,914.0,24517.0,68984.1028
1704612780000.0,2.8124,2.8164,2.8061,2.8061,40474.0,113744.2826,907.0,16394.0,46079.7864
1704612960000.0,2.8059,2.8081,2.8002,2.8017,81131.0,227525.3091,1040.0,47511.0,133248.5879
1704613140000.0,2.8017,2.8102,2.7995,2.8047,69868.0,195859.9069,1248.0,30996.0,86917.956
1704613320000.0,2.8048,2.81,2.8015,2.8078,56124.0,157371.8305,1040.0,34679.0,97237.206
1704613500000.0,2.8079,2.8085,2.8012,2.802,15561.0,43645.7054,703.0,4371.0,12259.0336
1704613680000.0,2.8021,2.8042,2.8002,2.802,18440.0,51665.8089,649.0,9401.0,26341.6487
1704613860000.0,2.8019,2.8059,2.8003,2.8059,29085.0,81551.704,485.0,18925.0,53064.3451
1704614040000.0,2.8065,2.8095,2.8032,2.8064,16350.0,45881.3226,483.0,8374.0,23502.9379
1704614220000.0,2.8066,2.81,2.803,2.8064,17147.0,48132.5087,552.0,7686.0,21573.7416
1704614400000.0,2.8066,2.8112,2.8029,2.8104,27931.0,78409.922,860.0,16856.0,47317.0986
1704614580000.0,2.8102,2.8149,2.8069,2.8111,48200.0,135518.9981,1231.0,27726.0,77948.5444
1704614760000.0,2.811,2.8241,2.8022,2.8173,111681.0,314282.5848,1798.0,76870.0,216260.1371
1704614940000.0,2.8169,2.819,2.8087,2.817,45882.0,129115.7627,1063.0,19599.0,55161.6047
1704615120000.0,2.8167,2.8193,2.8108,2.8148,20472.0,57641.0946,699.0,7495.0,21107.7452
1704615300000.0,2.8146,2.8158,2.8062,2.8069,35089.0,98613.1947,853.0,13423.0,37724.6608
1704615480000.0,2.8067,2.8158,2.8066,2.8094,22732.0,63904.9802,749.0,11769.0,33077.2346
1704615660000.0,2.8091,2.8139,2.8042,2.8138,29971.0,84183.1861,809.0,17338.0,48717.5563
1704615840000.0,2.8135,2.8288,2.8135,2.8259,111384.0,314400.3978,1755.0,70355.0,198573.4468
1704616020000.0,2.8256,2.8351,2.8256,2.8296,65020.0,184111.7851,1495.0,37485.0,106160.6012
1704616200000.0,2.8298,2.8322,2.826,2.8272,34209.0,96774.6109,966.0,17880.0,50586.5726
1704616380000.0,2.8274,2.83,2.8185,2.8215,40415.0,114153.2325,933.0,12024.0,33966.486
1704616560000.0,2.8211,2.8264,2.8159,2.8173,59988.0,169271.8346,1045.0,14562.0,41096.422
1704616740000.0,2.8176,2.8221,2.809,2.8099,62591.0,176313.8191,1120.0,27898.0,78615.1133
1704616920000.0,2.8091,2.8092,2.7887,2.7947,253488.0,709682.2015,3065.0,109773.0,307640.8621
1704617100000.0,2.7945,2.7985,2.7682,2.7781,444073.0,1235172.7595,4876.0,183121.0,509436.7306
1704617280000.0,2.7782,2.7835,2.7749,2.7769,103438.0,287452.9233,1915.0,45969.0,127737.0138
1704617460000.0,2.7769,2.777,2.755,2.7687,216648.0,599016.329,3334.0,81803.0,226189.0421
1704617640000.0,2.7686,2.769,2.75,2.7557,203778.0,562312.7394,3199.0,74808.0,206392.7401
1704617820000.0,2.756,2.7626,2.753,2.7586,66963.0,184666.3887,1506.0,34841.0,96091.1952
