timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1704618000000.0,2.7586,2.7683,2.754,2.7568,98691.0,272538.0998,2356.0,50106.0,138399.4483
1704618180000.0,2.7569,2.7658,2.7547,2.7655,48115.0,132696.1822,1372.0,24719.0,68179.8271
1704618360000.0,2.7658,2.7724,2.7606,2.7719,78947.0,218420.3685,1177.0,46201.0,127856.4982
1704618540000.0,2.7719,2.7725,2.7546,2.7549,74920.0,207293.2627,1158.0,35890.0,99311.0196
1704618720000.0,2.7547,2.7615,2.7437,2.7476,193422.0,532194.727,2677.0,78847.0,217065.0793
1704618900000.0,2.7472,2.7612,2.7427,2.7572,98524.0,270974.1182,2195.0,57316.0,157602.4326
1704619080000.0,2.7577,2.762,2.754,2.7564,58846.0,162232.1969,1174.0,40097.0,110540.9274
1704619260000.0,2.7558,2.7558,2.7414,2.7508,75918.0,208668.6457,1900.0,41410.0,113854.4559
1704619440000.0,2.7512,2.7591,2.7508,2.7588,61526.0,169531.1944,1591.0,37277.0,102731.9712
1704619620000.0,2.759,2.759,2.7515,2.7554,29231.0,80556.8748,892.0,20304.0,55959.2281
1704619800000.0,2.7557,2.7595,2.7361,2.7361,113060.0,310670.8482,2191.0,51081.0,140505.3286
1704619980000.0,2.7365,2.7416,2.7207,2.7318,295130.0,805736.0962,5825.0,136253.0,372026.8304
1704620160000.0,2.7311,2.7448,2.7304,2.7371,128624.0,352188.9014,2241.0,84241.0,230690.1552
1704620340000.0,2.7375,2.7417,2.7315,2.7338,61104.0,167120.8639,1324.0,24275.0,66400.6755
1704620520000.0,2.7337,2.7437,2.7307,2.7406,74652.0,204512.9616,1398.0,44623.0,122249.2651
1704620700000.0,2.7408,2.7508,2.7407,2.7457,58249.0,159950.2168,1216.0,27669.0,75974.8333
1704620880000.0,2.7454,2.75,2.7402,2.7406,32403.0,88931.9889,938.0,15753.0,43246.7438
1704621060000.0,2.7405,2.7446,2.724,2.727,103893.0,283854.4025,2130.0,49053.0,134074.0538
1704621240000.0,2.7267,2.7385,2.726,2.7324,45009.0,122997.6737,1385.0,18027.0,49259.5606
1704621420000.0,2.7323,2.7343,2.726,2.7312,36304.0,99102.2768,998.0,13429.0,36660.2294
1704621600000.0,2.7306,2.745,2.7283,2.743,68938.0,188834.7523,1749.0,29632.0,81164.0616
1704621780000.0,2.7431,2.7503,2.7424,2.7489,37023.0,101678.8421,1122.0,21108.0,57978.6156
1704621960000.0,2.7489,2.75,2.7454,2.7467,23048.0,63338.6759,701.0,13075.0,35931.3423
1704622140000.0,2.7465,2.7535,2.7465,2.7486,38163.0,104980.1645,997.0,22429.0,61694.9937
1704622320000.0,2.7486,2.7544,2.7438,2.7502,38805.0,106719.8089,1018.0,24814.0,68236.7327
1704622500000.0,2.7503,2.7568,2.7477,2.7491,43632.0,120063.3536,1059.0,20547.0,56536.9975
1704622680000.0,2.749,2.7541,2.7436,2.7517,44087.0,121199.1325,1059.0,22650.0,62257.2796
1704622860000.0,2.752,2.7592,2.751,2.7539,70166.0,193366.0562,1425.0,35055.0,96588.0189
1704623040000.0,2.7538,2.7572,2.7537,2.7555,24355.0,67104.0871,632.0,12398.0,34164.2434
1704623220000.0,2.7559,2.759,2.7521,2.7582,25002.0,68899.9065,549.0,15071.0,41540.1293
1704623400000.0,2.758,2.758,2.746,2.7464,53857.0,148096.4982,906.0,17605.0,48398.8894
1704623580000.0,2.7464,2.7545,2.746,2.7479,42872.0,117870.7039,807.0,22365.0,61493.9767
1704623760000.0,2.7478,2.7605,2.746,2.7576,47185.0,129989.7742,936.0,29143.0,80294.3757
1704623940000.0,2.7577,2.7607,2.7512,2.7556,22409.0,61743.3233,687.0,9064.0,24978.6866
1704624120000.0,2.7556,2.7566,2.7523,2.7537,16842.0,46395.4651,582.0,9106.0,25085.0911
1704624300000.0,2.7535,2.7566,2.7484,2.7513,44055.0,121236.3667,882.0,12440.0,34227.5965
1704624480000.0,2.751,2.7551,2.7483,2.7514,21346.0,58758.4767,633.0,14048.0,38675.8648
1704624660000.0,2.7508,2.7579,2.7452,2.7578,21247.0,58437.0804,660.0,10104.0,27799.3824
1704624840000.0,2.7572,2.7586,2.751,2.7527,34497.0,95007.2982,948.0,15355.0,42283.3666
1704625020000.0,2.7529,2.7555,2.7513,2.7521,20435.0,56269.4292,434.0,13019.0,35852.1504
1704625200000.0,2.7519,2.7579,2.7496,2.7579,27914.0,76893.1049,835.0,16200.0,44631.0149
1704625380000.0,2.7573,2.7608,2.7563,2.7577,35854.0,98910.5477,706.0,23084.0,63689.4327
1704625560000.0,2.7573,2.76,2.7488,2.7494,29321.0,80742.2438,680.0,17076.0,47028.1446
1704625740000.0,2.7493,2.7532,2.7418,2.7433,41375.0,113630.6341,863.0,5476.0,15050.8757
1704625920000.0,2.7432,2.7479,2.7432,2.7479,16460.0,45189.0051,542.0,10836.0,29750.6184
1704626100000.0,2.7477,2.7508,2.7447,2.7498,20715.0,56917.319,607.0,11643.0,31993.6312
1704626280000.0,2.7497,2.7513,2.7474,2.7501,16342.0,44930.25,553.0,6460.0,17763.4041
1704626460000.0,2.7502,2.7502,2.743,2.746,31019.0,85172.8208,826.0,13248.0,36381.9263
1704626640000.0,2.7462,2.7647,2.7462,2.7644,49468.0,136490.6297,1134.0,30715.0,84747.8591
1704626820000.0,2.7645,2.7667,2.7576,2.7579,37979.0,104893.085,900.0,12115.0,33469.452
1704627000000.0,2.7579,2.7688,2.7557,2.7685,50270.0,138853.8929,1420.0,24051.0,66452.3455
1704627180000.0,2.7685,2.7689,2.762,2.7641,36347.0,100483.0912,904.0,10674.0,29508.034
1704627360000.0,2.7638,2.7668,2.7588,2.7636,41686.0,115184.3188,926.0,24313.0,67186.4221
1704627540000.0,2.7637,2.7658,2.7581,2.7605,19713.0,54441.3204,587.0,7318.0,20210.0462
1704627720000.0,2.7606,2.7611,2.7537,2.7545,40849.0,112589.6577,839.0,10220.0,28174.6326
1704627900000.0,2.7543,2.7557,2.746,2.7502,48124.0,132324.6157,1095.0,22445.0,61707.2783
1704628080000.0,2.75,2.7522,2.7454,2.746,17146.0,47141.5115,651.0,8155.0,22425.4061
1704628260000.0,2.7462,2.7484,2.7399,2.7406,32410.0,88931.1895,833.0,11723.0,32176.9789
1704628440000.0,2.7405,2.7429,2.7372,2.7388,65703.0,180030.0895,1193.0,26321.0,72142.0532
1704628620000.0,2.7388,2.7426,2.7372,2.7404,20035.0,54902.3734,627.0,12719.0,34858.424
1704628800000.0,2.7404,2.741,2.7256,2.7317,172153.0,470505.44,2629.0,68060.0,185993.1193
1704628980000.0,2.7316,2.7337,2.715,2.7175,195408.0,531909.0576,2999.0,45932.0,125109.41
1704629160000.0,2.7173,2.727,2.7065,2.7088,177233.0,481342.4375,2848.0,78422.0,213148.1545
1704629340000.0,2.709,2.7217,2.7038,2.7204,163015.0,441892.5845,2924.0,85957.0,233094.4061
1704629520000.0,2.7205,2.7296,2.72,2.726,38550.0,105091.1789,1240.0,19514.0,53199.3836
1704629700000.0,2.7256,2.7309,2.7208,2.7308,32169.0,87687.972,854.0,18663.0,50879.6011
1704629880000.0,2.7302,2.7336,2.7231,2.7258,77917.0,212592.2949,1263.0,25850.0,70549.7397
1704630060000.0,2.7258,2.7266,2.7205,2.7222,33440.0,91052.0273,744.0,13468.0,36667.8934
1704630240000.0,2.7221,2.7325,2.7217,2.7322,62970.0,171745.0101,1094.0,46289.0,126227.6543
1704630420000.0,2.7319,2.7402,2.7296,2.7364,101329.0,277227.0759,1417.0,76066.0,208130.8765
1704630600000.0,2.7363,2.7515,2.7346,2.7504,54541.0,149577.0856,1332.0,32743.0,89786.027
1704630780000.0,2.7503,2.7513,2.7446,2.7471,30523.0,83861.1487,907.0,8515.0,23396.213
1704630960000.0,2.7465,2.7496,2.7419,2.7474,33829.0,92910.9669,853.0,14680.0,40316.8293
1704631140000.0,2.7472,2.755,2.7458,2.7519,60425.0,166215.0412,1236.0,32474.0,89342.2688
1704631320000.0,2.7515,2.7545,2.7485,2.7499,36808.0,101267.139,843.0,14303.0,39355.393
1704631500000.0,2.7503,2.7519,2.7428,2.7449,25113.0,68986.7839,846.0,10018.0,27521.5949
1704631680000.0,2.7447,2.7472,2.7411,2.7452,24220.0,66445.8145,777.0,12834.0,35212.4431
1704631860000.0,2.7446,2.7446,2.7391,2.7421,27696.0,75925.4682,515.0,13998.0,38368.7403
1704632040000.0,2.7422,2.7442,2.7387,2.7415,14903.0,40862.8989,516.0,7509.0,20592.4344
1704632220000.0,2.7411,2.7477,2.7411,2.7472,14402.0,39525.9455,404.0,10510.0,28842.9096
1704632400000.0,2.7472,2.753,2.7424,2.753,25890.0,71079.0786,777.0,14118.0,38761.1562
1704632580000.0,2.7529,2.7574,2.7468,2.7475,23739.0,65344.9085,779.0,7619.0,20978.7615
1704632760000.0,2.7474,2.7524,2.7458,2.7478,15590.0,42847.9914,634.0,9186.0,25247.8376
1704632940000.0,2.7476,2.7589,2.7451,2.7578,34317.0,94443.8002,1071.0,19093.0,52548.1898
1704633120000.0,2.7578,2.763,2.7556,2.7607,59619.0,164552.1479,1272.0,30552.0,84329.5164
1704633300000.0,2.7602,2.7625,2.7534,2.7548,58613.0,161642.5605,1226.0,23038.0,63556.4031
1704633480000.0,2.7549,2.7689,2.7546,2.7621,56071.0,154944.5583,1448.0,36325.0,100385.522
1704633660000.0,2.7628,2.7772,2.7627,2.7766,63787.0,176735.8043,1512.0,44010.0,121941.6228
1704633840000.0,2.7765,2.7879,2.7753,2.7879,77057.0,214182.0887,1790.0,40125.0,111569.9616
1704634020000.0,2.7879,2.79,2.7814,2.7888,115924.0,323076.257,1819.0,49270.0,137309.9466
1704634200000.0,2.7889,2.7978,2.7806,2.7821,175019.0,488508.0892,2891.0,69700.0,194606.7387
1704634380000.0,2.7817,2.7885,2.7752,2.7826,65244.0,181421.1569,1808.0,29764.0,82790.2632
1704634560000.0,2.7825,2.7833,2.7762,2.7822,47720.0,132673.4434,1066.0,20100.0,55889.4722
1704634740000.0,2.7824,2.79,2.7802,2.7864,52233.0,145546.4329,1065.0,26180.0,72960.391
1704634920000.0,2.7866,2.7869,2.7789,2.7859,39576.0,110136.0346,798.0,14791.0,41175.4943
1704635100000.0,2.7861,2.7886,2.7726,2.7743,63872.0,177569.243,1176.0,17791.0,49479.3386
1704635280000.0,2.7736,2.7812,2.7718,2.7739,35022.0,97230.7888,1181.0,16225.0,45057.8354
1704635460000.0,2.7742,2.7757,2.7708,2.7751,29560.0,81964.8467,822.0,14283.0,39606.5971
